receipt_id,bill_id,date,hour,item_name,category,quantity,unit_price,payment_method,channel,cashier,customer_age_group,customer_distance_km,loyalty_member
R02054,B2272,01-04-2025,14,Potato Chips,Snacks,2,1.1,Card,In-store,Bina,26-35,5.4,No
R00404,B1249,18-01-2025,10,Soap Bar,Household,2,0.7,Cash,In-store,Amir,18-25,0.5,No
R00026,B1013,02-01-2025,12,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,18-25,1.1,No
R01395,B1861,02-03-2025,12,Soap Bar,Household,1,0.7,Cash,In-store,Carlos,36-50,1.4,No
R01994,B2234,30-03-2025,11,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,18-25,0.2,No
R02424,B2504,03-05-2025,11,Instant Noodles,Pantry,1,0.6,Cash,In-store,Carlos,65+,2.1,No
R01040,B1639,14-02-2025,13,Potato Chips,Snacks,2,1.1,Cash,In-store,Amir,65+,2.6,No
R02015,B2249,30-03-2025,12,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,18-25,3.1,No
R03060,B2886,24-05-2025,9,xxx,Other,1,0.01,Card,Online,Amir,26-35,1,No
R03044,B2871,30-05-2025,13,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,51-65,0.4,Yes
R00220,B1141,11-01-2025,16,Bottled Water 1.5L,Beverages,1,0.8,Online,Online,Carlos,18-25,3.2,Yes
R02774,B2706,18-05-2025,13,Milk 1L,Dairy,1,1.4,Cash,In-store,Carlos,36-50,2.3,No
R01293,B1802,25-02-2025,17,White Bread,Bakery,2,1,Cash,In-store,Carlos,65+,0.6,No
R00708,B1435,31-01-2025,7,Tea Bags (25),Pantry,3,2.5,Cash,In-store,Bina,36-50,0.2,No
R00243,B1155,11-01-2025,14,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,65+,2,Yes
R03057,B2883,13-05-2025,11,test,Other,1,0.01,Card,Online,Carlos,26-35,1,No
R02517,B2557,07-05-2025,22,coke,Beverages,1,1.2,Cash,In-store,Carlos,65+,1.1,No
R00317,B1197,14-01-2025,20,Eggs (6),Dairy,1,1.8,Online,Online,Amir,18-25,4.9,No
R02426,B2505,03-05-2025,14,Eggs (6),Dairy,1,1.8,Cash,In-store,Bina,36-50,2,No
R01896,B2173,25-03-2025,20,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,65+,0.8,Yes
R02887,B2778,23-05-2025,18,Milk 1L,Dairy,1,1.4,Online,Online,Amir,26-35,6.3,Yes
R01426,B1877,03-03-2025,9,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,51-65,0.8,No
R02712,B2672,15-05-2025,21,Soap Bar,Household,1,0.7,Online,Online,Carlos,36-50,2.9,No
R00002,B1002,01-01-2025,8,Rice 1kg,Pantry,1,2,Online,Online,Carlos,18-25,3,No
R00489,B1292,21-01-2025,13,Instant Noodles,Pantry,4,0.6,Cash,In-store,Carlos,18-25,1.5,No
R02720,B2675,16-05-2025,18,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Bina,65+,1.5,Yes
R01185,B1737,21-02-2025,15,Frozen Meals,Frozen,2,4,Cash,In-store,Bina,36-50,0.3,No
R02555,B2579,09-05-2025,14,White Bread,Bakery,1,1,Cash,In-store,Carlos,65+,2.6,No
R01088,B1675,16-02-2025,22,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Amir,36-50,0.4,No
R00626,B1380,27-01-2025,20,Milk 1L,Dairy,1,1.4,Card,In-store,Amir,26-35,3.8,No
R02401,B2492,02-05-2025,16,Eggs (6),Dairy,3,1.8,Cash,In-store,Amir,36-50,1.5,Yes
R00437,B1267,19-01-2025,13,bread,Bakery,1,1,Cash,In-store,Amir,36-50,0.3,No
R02082,B2290,03-04-2025,11,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,65+,1.7,No
R01907,B2179,26-03-2025,16,coke,Beverages,1,1.2,Cash,In-store,Carlos,51-65,0.9,No
R01213,B1754,22-02-2025,13,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,65+,1.4,No
R00913,B1559,09-02-2025,16,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Amir,26-35,2.1,No
R02918,B2798,25-05-2025,11,White Bread,Bakery,1,1,Cash,In-store,Amir,36-50,1.2,No
R02789,B2716,19-05-2025,20,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Carlos,51-65,1.7,No
R01780,B2101,20-03-2025,17,White bread,Bakery,1,1,Cash,In-store,Amir,51-65,0.5,Yes
R00450,B1272,19-01-2025,17,coke,Beverages,1,1.2,Cash,In-store,Carlos,65+,1.6,Yes
R01793,B2110,21-03-2025,14,Eggs (6),Dairy,2,1.8,Cash,In-store,Amir,36-50,2,Yes
R00699,B1428,30-01-2025,14,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,51-65,1.5,No
R02895,B2784,24-05-2025,15,Soap Bar,Household,1,0.7,Card,In-store,Carlos,18-25,3.8,No
R00032,B1017,02-01-2025,21,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,51-65,1.1,Yes
R00769,B1472,02-02-2025,19,Rice 1kg,Pantry,3,2,Card,In-store,Carlos,18-25,2.3,No
R00396,B1245,17-01-2025,17,Soap Bar,Household,1,0.7,Cash,In-store,Amir,36-50,0.6,Yes
R02603,B2608,11-05-2025,16,Coca-Cola,Beverages,1,,Cash,In-store,Bina,36-50,0.7,No
R02120,B2315,09-04-2025,10,bread,Bakery,1,1,Cash,In-store,Amir,51-65,3.1,No
R00315,B1196,14-01-2025,22,Eggs (6),Dairy,2,1.8,Online,Online,Bina,36-50,1.2,No
R03018,B2856,29-05-2025,22,White bread,Bakery,1,1,Cash,In-store,Bina,51-65,1.2,No
R01611,B1989,11-03-2025,19,Fresh Vegetables Pack,Fresh,4,3.5,Cash,In-store,Carlos,65+,0.9,Yes
R01812,B2124,21-03-2025,12,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,36-50,1.4,No
R01923,B2188,26-03-2025,12,Frozen Meals,Frozen,2,4,Cash,In-store,Bina,51-65,2.6,No
R02514,B2555,07-05-2025,13,Fresh Vegetables Pack,Fresh,3,3.5,Cash,In-store,Carlos,65+,0.6,No
R00501,B1299,21-01-2025,22,Potato Chips,Snacks,2,1.1,Cash,In-store,Bina,36-50,1.3,No
R00267,B1168,12-01-2025,13,White bread,Bakery,2,1,Cash,In-store,Amir,36-50,2,No
R00732,B1450,01-02-2025,14,Eggs (6),Dairy,1,1.8,Card,In-store,Carlos,18-25,1.1,No
R02673,B2648,14-05-2025,11,White bread,Bakery,1,1,Cash,In-store,Carlos,36-50,1.6,No
R00028,B1015,02-01-2025,18,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Carlos,51-65,0.9,Yes
R00273,B1172,12-01-2025,16,White Bread,Bakery,2,1,Cash,In-store,Carlos,36-50,1.8,No
R00229,B1145,11-01-2025,10,White Bread,Bakery,1,1,Cash,In-store,Amir,65+,0.5,No
R01559,B1954,09-03-2025,9,Coca-Cola,Beverages,1,1.2,Cash,In-store,Bina,26-35,1.6,No
R02955,B2821,27-05-2025,13,Milk 1L,Dairy,4,1.4,Cash,In-store,Carlos,36-50,1.8,Yes
R00772,B1474,02-02-2025,11,Soap Bar,Household,1,0.7,Card,In-store,Bina,65+,1.5,No
R00976,B1596,11-02-2025,16,Soap Bar,Household,1,0.7,Cash,In-store,Bina,36-50,2.5,No
R02910,B2792,24-05-2025,21,Frozen Meals,Frozen,2,4,Cash,In-store,Bina,18-25,1.4,No
R02153,B2335,11-04-2025,19,Coca Cola 500ml,Beverages,1,1.2,Cash,In-store,Amir,65+,1.4,No
R01956,B2213,28-03-2025,20,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,26-35,1.1,Yes
R00210,B1134,10-01-2025,16,Rice 1kg,Pantry,2,2,Cash,In-store,Carlos,36-50,1,No
R01937,B2200,27-03-2025,7,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,26-35,2.6,No
R01935,B2198,27-03-2025,13,Eggs (6),Dairy,4,1.8,Cash,In-store,Bina,36-50,1.1,No
R01845,B2143,23-03-2025,18,Eggs (6),Dairy,4,1.8,Cash,In-store,Carlos,26-35,0.7,No
R03072,B2898,13-02-2025,18,TEST,Other,1,0.01,Online,Online,Amir,26-35,1,No
R00709,B1435,31-01-2025,7,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Bina,36-50,0.2,No
R01936,B2199,27-03-2025,7,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,36-50,0.7,No
R00636,B1387,27-01-2025,17,coke,Beverages,1,1.2,Cash,In-store,Carlos,65+,0.2,No
R00241,B1153,11-01-2025,15,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Bina,36-50,1.3,Yes
R02347,B2462,27-04-2025,10,Milk 1L,Dairy,1,1.4,Cash,In-store,Carlos,65+,2.2,No
R01750,B2081,18-03-2025,13,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,65+,1.2,No
R00945,B1580,10-02-2025,11,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,65+,0.3,No
R02718,B2674,16-05-2025,15,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Amir,65+,2.2,No
R01398,B1863,02-03-2025,21,White Bread,Bakery,2,1,Cash,In-store,Carlos,51-65,1.1,Yes
R02906,B2790,24-05-2025,10,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,26-35,1.2,No
R02427,B2505,03-05-2025,14,Cooking Oil 1L,Pantry,3,3.2,Cash,In-store,Bina,36-50,2,No
R01644,B2009,13-03-2025,17,Chocolate Bar,Snacks,3,0.9,Card,In-store,Carlos,18-25,4.9,No
R00573,B1343,25-01-2025,13,Soap Bar,Household,2,0.7,Online,Online,Bina,51-65,1.7,No
R02877,B2774,23-05-2025,16,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,51-65,1.9,No
R00212,B1135,10-01-2025,12,Instant Noodles,Pantry,2,0.6,Cash,In-store,Bina,51-65,1.1,No
R01681,B2034,14-03-2025,22,Rice 1kg,Pantry,2,2,Cash,In-store,Bina,26-35,2.1,No
R00500,B1299,21-01-2025,22,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,36-50,1.3,No
R02545,B2573,08-05-2025,11,Potato Chips,Snacks,2,1.1,Cash,In-store,Bina,65+,1.6,No
R01005,B1614,12-02-2025,21,Coca-Cola,Beverages,40,1.2,Cash,In-store,Carlos,65+,2,No
R02283,B2419,21-04-2025,13,coke,Beverages,2,1.2,Cash,In-store,Bina,51-65,1.6,No
R01607,B1987,11-03-2025,21,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,36-50,1.4,No
R00534,B1320,23-01-2025,17,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,36-50,0.3,No
R01546,B1946,08-03-2025,20,Cooking Oil 1L,Pantry,4,3.2,Cash,In-store,Amir,36-50,1.7,Yes
R00659,B1404,28-01-2025,15,Soap Bar,Household,1,0.7,Cash,In-store,Bina,36-50,2.1,No
R02778,B2708,18-05-2025,18,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Amir,36-50,2.1,No
R02503,B2551,07-05-2025,15,Cooking Oil 1L,Pantry,1,3.2,Card,In-store,Amir,36-50,7.8,No
R00269,B1169,12-01-2025,10,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,26-35,2,Yes
R01526,B1936,07-03-2025,13,Chocolate Bar,Snacks,1,0.9,Card,In-store,Carlos,18-25,0.6,Yes
R00228,B1144,11-01-2025,18,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,51-65,1.4,No
R02790,B2717,19-05-2025,19,Soap Bar,Household,1,0.7,Cash,In-store,Bina,51-65,1.4,No
R01801,B2115,21-03-2025,13,Fresh Vegetables Pack,Fresh,4,3.5,Cash,In-store,Bina,65+,2.8,Yes
R00931,B1573,10-02-2025,7,coke,Beverages,2,1.2,Cash,In-store,Bina,26-35,0.7,No
R02523,B2561,07-05-2025,9,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,65+,1.7,No
R02087,B2294,05-04-2025,18,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,26-35,1,No
R00889,B1543,08-02-2025,16,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,51-65,2.7,No
R02624,B2619,11-05-2025,14,Eggs (6),Dairy,4,1.8,Cash,In-store,Amir,65+,1.3,No
R02207,B2367,15-04-2025,13,Chocolate Bar,Snacks,1,0.9,Card,In-store,Bina,18-25,5,No
R00745,B1459,01-02-2025,18,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Amir,36-50,2.1,No
R01024,B1628,13-02-2025,21,Rice 1kg,Pantry,2,2,Cash,In-store,Bina,18-25,1,No
R00151,B1097,08-01-2025,12,Bottled Water 1.5L,Beverages,4,0.8,Cash,In-store,Carlos,36-50,2.5,Yes
R02419,B2502,03-05-2025,16,Instant Noodles,Pantry,2,0.6,Cash,In-store,Carlos,26-35,2.5,No
R02466,B2527,05-05-2025,17,White Bread,Bakery,1,1,Cash,In-store,Amir,65+,1.8,No
R00609,B1368,26-01-2025,11,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,26-35,1.2,No
R00897,B1547,08-02-2025,13,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Carlos,26-35,1.2,No
R02364,B2472,29-04-2025,14,bread,Bakery,1,1,Online,Online,Amir,18-25,2.3,Yes
R01379,B1854,01-03-2025,13,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,65+,1.4,No
R00898,B1548,08-02-2025,14,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,36-50,1.2,No
R01623,B1997,12-03-2025,13,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,65+,0.8,No
R02101,B2304,07-04-2025,14,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,18-25,0.9,No
R01719,B2061,16-03-2025,12,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,36-50,1.1,No
R02500,B2550,07-05-2025,10,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,51-65,1.5,Yes
R02451,B2516,04-05-2025,20,bread,Bakery,2,1,Online,Online,Carlos,36-50,3.7,No
R01641,B2009,13-03-2025,17,Potato Chips,Snacks,1,1.1,Card,In-store,Carlos,18-25,4.9,No
R03047,B2873,10-03-2025,13,test,Other,1,0.01,Card,Online,Bina,26-35,1,No
R01367,B1846,28-02-2025,16,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,65+,0.5,Yes
R00192,B1121,09-01-2025,15,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,51-65,1.8,No
R02522,B2560,07-05-2025,15,Potato Chips,Snacks,1,1.1,Cash,In-store,Carlos,36-50,0.4,No
R02983,B2836,28-05-2025,14,Potato Chips,Snacks,2,,Online,Online,Carlos,26-35,4.6,No
R02754,B2694,17-05-2025,18,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,26-35,0.8,No
R00677,B1416,29-01-2025,16,Milk 1L,Dairy,1,1.4,Cash,In-store,Bina,36-50,0.8,Yes
R02993,B2845,28-05-2025,18,Instant Noodles,Pantry,2,0.6,Cash,In-store,Carlos,65+,0.5,Yes
R01876,B2162,25-03-2025,14,Chocolate Bar,Snacks,2,0.9,Cash,In-store,Amir,51-65,1.2,Yes
R00826,B1508,05-02-2025,18,Rice 1kg,Pantry,4,2,Cash,In-store,Carlos,51-65,1.8,No
R01890,B2170,25-03-2025,15,Rice 1kg,Pantry,2,2,Online,Online,Amir,36-50,6.9,Yes
R01693,B2041,15-03-2025,11,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,65+,1.3,No
R00165,B1104,08-01-2025,14,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,65+,0.8,No
R01010,B1618,12-02-2025,22,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Amir,65+,0.7,Yes
R01460,B1895,04-03-2025,10,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Amir,36-50,2,Yes
R02144,B2330,09-04-2025,22,Potato Chips,Snacks,2,1.1,Cash,In-store,Amir,26-35,3.1,No
R02927,B2803,25-05-2025,8,Cooking Oil 1L,Pantry,2,3.2,Cash,In-store,Bina,36-50,0.3,Yes
R01475,B1906,05-03-2025,8,Soap Bar,Household,1,0.7,Cash,In-store,Amir,65+,2.6,No
R02700,B2665,15-05-2025,13,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,65+,0.7,No
R00865,B1531,07-02-2025,12,bread,Bakery,2,1,Cash,In-store,Amir,36-50,0.2,No
R01160,B1721,19-02-2025,17,Bottled Water 1.5L,Beverages,3,0.8,Cash,In-store,Carlos,51-65,2.7,No
R00679,B1418,29-01-2025,10,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Bina,36-50,1.8,No
R01326,B1822,27-02-2025,17,Instant Noodles,Pantry,1,0.6,Cash,In-store,Amir,65+,1.5,No
R01980,B2226,29-03-2025,17,Tea Bags (25),Pantry,3,2.5,Card,In-store,Amir,36-50,1.5,No
R02444,B2513,04-05-2025,14,Eggs (6),Dairy,1,1.8,Card,In-store,Amir,26-35,4.6,No
R02252,B2399,19-04-2025,13,Rice 1kg,Pantry,3,2,Online,Online,Bina,36-50,7.4,No
R01046,B1643,14-02-2025,12,Soap Bar,Household,2,0.7,Cash,In-store,Bina,36-50,1.9,Yes
R02844,B2755,22-05-2025,12,Milk 1L,Dairy,2,1.4,Cash,In-store,Bina,36-50,0.7,No
R01295,B1803,26-02-2025,14,Eggs (6),Dairy,2,1.8,Card,In-store,Bina,26-35,5.2,No
R00872,B1535,07-02-2025,10,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Amir,51-65,1.2,No
R01795,B2111,21-03-2025,19,Coca-Cola,Beverages,1,1.2,Cash,In-store,Carlos,36-50,2.3,No
R00915,B1561,09-02-2025,15,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,51-65,0.8,Yes
R01656,B2016,13-03-2025,16,bread,Bakery,3,1,Cash,In-store,Amir,36-50,1.1,No
R02731,B2683,16-05-2025,19,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Carlos,26-35,1,Yes
R01828,B2133,22-03-2025,19,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,36-50,0.4,No
R02894,B2784,24-05-2025,15,Potato Chips,Snacks,1,1.1,Card,In-store,Carlos,18-25,3.8,No
R02187,B2356,15-04-2025,14,Potato Chips,Snacks,1,1.1,Cash,In-store,Amir,36-50,0.3,Yes
R00738,B1453,01-02-2025,10,Coca-Cola,Beverages,1,1.2,Cash,In-store,Carlos,51-65,1.2,No
R00191,B1121,09-01-2025,15,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Carlos,51-65,1.8,Yes
R01445,B1888,03-03-2025,15,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,36-50,2.6,No
R01518,B1932,07-03-2025,17,Fresh Vegetables Pack,Fresh,2,,Cash,In-store,Bina,36-50,1.5,Yes
R00433,B1265,19-01-2025,17,White bread,Bakery,1,1,Cash,In-store,Carlos,51-65,0.7,No
R02915,B2796,25-05-2025,9,Tea Bags (25),Pantry,2,2.5,Cash,In-store,Bina,18-25,0.9,No
R01431,B1881,03-03-2025,14,Milk 1L,Dairy,2,1.4,Cash,In-store,Bina,65+,0.5,No
R00014,B1006,01-01-2025,14,Rice 1kg,Pantry,2,2,Cash,In-store,Bina,65+,0.8,No
R02008,B2243,30-03-2025,12,Bottled Water 1.5L,Beverages,1,0.8,Card,In-store,Bina,65+,1.9,No
R01608,B1988,11-03-2025,9,Frozen Meals,Frozen,1,4,Cash,In-store,Carlos,26-35,0.7,No
R01633,B2003,12-03-2025,13,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Bina,18-25,1.3,No
R00500,B1299,21-01-2025,22,Potato Chips,Snacks,1,1.1,Cash,In-store,Bina,36-50,1.3,No
R02270,B2408,21-04-2025,14,Tea Bags (25),Pantry,1,2.5,Cash,In-store,Bina,18-25,2.4,No
R02643,B2632,13-05-2025,20,Potato Chips,Snacks,2,1.1,Cash,In-store,Amir,65+,1.4,Yes
R02585,B2599,10-05-2025,12,bread,Bakery,1,1,Card,In-store,Amir,51-65,4.7,Yes
R01072,B1662,15-02-2025,16,Soap Bar,Household,2,0.7,Cash,In-store,Amir,26-35,2.5,No
R01547,B1947,08-03-2025,16,Eggs (6),Dairy,4,1.8,Cash,In-store,Amir,18-25,1.9,Yes
R00204,B1129,10-01-2025,16,Eggs (6),Dairy,1,1.8,Cash,In-store,Amir,36-50,1.5,Yes
R01447,B1889,03-03-2025,18,Rice 1kg,Pantry,2,2,Cash,In-store,Carlos,26-35,2.1,Yes
R00650,B1397,28-01-2025,15,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Carlos,36-50,1.7,Yes
R00892,B1545,08-02-2025,19,Frozen Meals,Frozen,2,4,Cash,In-store,Amir,51-65,0.8,No
R02210,B2369,15-04-2025,14,coca cola,Beverages,2,1.2,Cash,In-store,Amir,36-50,1.7,No
R01346,B1832,27-02-2025,13,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,65+,1.3,No
R01846,B2144,23-03-2025,10,White bread,Bakery,2,1,Cash,In-store,Amir,65+,2.4,Yes
R02508,B2552,07-05-2025,19,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,18-25,1.4,No
R00004,B1002,01-01-2025,8,Instant Noodles,Pantry,1,0.6,Online,Online,Carlos,18-25,3,No
R02998,B2847,29-05-2025,22,coke,Beverages,1,1.2,Cash,In-store,Amir,26-35,1.8,No
R02865,B2769,23-05-2025,15,Frozen Meals,Frozen,2,4,Cash,In-store,Amir,18-25,0.6,No
R00372,B1230,16-01-2025,14,Instant Noodles,Pantry,2,0.6,Cash,In-store,Carlos,26-35,2.3,No
R00495,B1295,21-01-2025,15,Coca-Cola,Beverages,2,1.2,Cash,In-store,Carlos,65+,2,No
R00528,B1316,22-01-2025,15,Fresh Vegetables Pack,Fresh,2,3.5,Card,In-store,Bina,26-35,3.7,No
R00069,B1043,03-01-2025,22,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Carlos,51-65,0.4,No
R00586,B1353,25-01-2025,16,Bottled Water 1.5L,Beverages,3,0.8,Cash,In-store,Carlos,36-50,1.6,No
R00045,B1027,02-01-2025,14,Instant Noodles,Pantry,2,0.6,Cash,In-store,Carlos,51-65,1,No
R01826,B2132,22-03-2025,17,Rice 1kg,Pantry,1,2,Cash,In-store,Amir,36-50,0.9,No
R00949,B1581,10-02-2025,10,Bottled Water 1.5L,Beverages,4,0.8,Cash,In-store,Carlos,36-50,1.1,No
R00098,B1063,05-01-2025,11,coke,Beverages,2,1.2,Card,In-store,Bina,18-25,5.7,No
R00610,B1368,26-01-2025,11,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,26-35,1.2,No
R02556,B2580,09-05-2025,20,Bottled Water 1.5L,Beverages,1,0.8,Cash,In-store,Amir,36-50,2.5,No
R02104,B2306,07-04-2025,12,coke,Beverages,1,1.2,Cash,In-store,Amir,51-65,0.1,No
R00144,B1093,07-01-2025,19,Potato Chips,Snacks,2,1.1,Cash,In-store,Amir,65+,0.4,No
R02784,B2714,19-05-2025,17,Rice 1kg,Pantry,2,2,Cash,In-store,Bina,65+,0.6,Yes
R00384,B1238,17-01-2025,13,Frozen Meals,Frozen,4,4,Cash,In-store,Bina,36-50,0.7,No
R03029,B2860,30-05-2025,9,Frozen Meals,Frozen,1,4,Cash,In-store,Bina,26-35,1,No
R02620,B2618,11-05-2025,17,Frozen Meals,Frozen,1,4,Card,In-store,Amir,51-65,2.1,No
R01908,B2180,26-03-2025,11,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Bina,26-35,0.3,No
R01231,B1765,23-02-2025,12,Instant Noodles,Pantry,1,0.6,Online,Online,Carlos,26-35,4.5,No
R00190,B1120,09-01-2025,15,White Bread,Bakery,3,1,Cash,In-store,Bina,65+,1,No
R01123,B1695,17-02-2025,13,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,36-50,0.8,No
R02855,B2761,22-05-2025,9,Eggs (6),Dairy,1,1.8,Cash,In-store,Bina,36-50,2.9,Yes
R01541,B1943,08-03-2025,16,Rice 1kg,Pantry,3,2,Cash,In-store,Carlos,36-50,1.5,No
R00627,B1381,27-01-2025,15,Chocolate Bar,Snacks,1,0.9,Cash,In-store,Carlos,26-35,2.6,No
R02661,B2641,13-05-2025,14,Coca-Cola,Beverages,1,1.2,Cash,In-store,Bina,65+,1,No
R00073,B1046,04-01-2025,12,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,65+,2,No
R02604,B2609,11-05-2025,16,Rice 1kg,Pantry,2,2,Cash,In-store,Carlos,26-35,1.7,Yes
R01394,B1860,02-03-2025,15,Rice 1kg,Pantry,2,2,Cash,In-store,Amir,26-35,0.8,Yes
R00401,B1248,18-01-2025,15,coca cola,Beverages,1,1.2,Cash,In-store,Amir,26-35,0.4,No
R02203,B2365,15-04-2025,22,Frozen Meals,Frozen,1,4,Cash,In-store,Amir,65+,0.2,Yes
R02498,B2548,06-05-2025,19,coke,Beverages,1,1.2,Cash,In-store,Amir,51-65,1.4,No
R00989,B1603,12-02-2025,20,Tea Bags (25),Pantry,1,2.5,Card,In-store,Amir,18-25,2.9,No
R03025,B2859,29-05-2025,9,Eggs (6),Dairy,1,1.8,Card,In-store,Bina,36-50,5,No
R01558,B1953,09-03-2025,14,Eggs (6),Dairy,1,1.8,Cash,In-store,Carlos,65+,1.8,Yes
R01512,B1928,07-03-2025,13,coke,Beverages,1,1.2,Cash,In-store,Bina,65+,0.2,No
R00252,B1159,12-01-2025,11,Frozen Meals,Frozen,2,4,Cash,In-store,Bina,51-65,2,Yes
R00751,B1462,02-02-2025,19,Frozen Meals,Frozen,2,4,Cash,In-store,Bina,26-35,2,No
R01791,B2108,20-03-2025,18,Rice 1kg,Pantry,1,2,Card,In-store,Carlos,26-35,5.8,No
R00972,B1594,11-02-2025,22,Instant Noodles,Pantry,1,0.6,Cash,In-store,Bina,65+,1.6,No
R01195,B1743,21-02-2025,16,Instant Noodles,Pantry,1,,Cash,In-store,Amir,18-25,2.7,Yes
R02513,B2555,07-05-2025,13,coca cola,Beverages,4,1.2,Cash,In-store,Carlos,65+,0.6,Yes
R01918,B2185,26-03-2025,17,Cooking Oil 1L,Pantry,1,3.2,Cash,In-store,Amir,51-65,0.9,No
R00611,B1369,26-01-2025,17,White Bread,Bakery,2,1,Cash,In-store,Carlos,65+,1.1,Yes
R02116,B2313,07-04-2025,22,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Amir,65+,0.8,No
R00279,B1174,12-01-2025,15,Potato Chips,Snacks,2,1.1,Cash,In-store,Carlos,51-65,1.3,No
R02118,B2314,09-04-2025,12,Fresh Vegetables Pack,Fresh,2,3.5,Cash,In-store,Amir,51-65,2.2,No
R01881,B2165,25-03-2025,17,Fresh Vegetables Pack,Fresh,1,3.5,Cash,In-store,Amir,51-65,1.7,No
R00614,B1372,27-01-2025,12,Instant Noodles,Pantry,2,0.6,Cash,In-store,Amir,26-35,2.6,No
R00666,B1409,29-01-2025,13,White bread,Bakery,3,1,Cash,In-store,Bina,36-50,1.1,Yes
R02060,B2276,01-04-2025,8,Milk 1L,Dairy,1,1.4,Cash,In-store,Amir,65+,0.4,No
R02780,B2710,18-05-2025,15,Instant Noodles,Pantry,1,0.6,Cash,In-store,Bina,51-65,2.1,No
R00053,B1032,03-01-2025,16,Rice 1kg,Pantry,1,2,Cash,In-store,Carlos,26-35,1.1,No
